video_id,clip_id,text,label,label_T,label_A,label_V,annotation,mode
video_0021,0005,那也让我见识下你的本事。,-0.2,0.6,0.4,-0.2,Negative,test
video_0021,0006,她那边情况到底怎么样？,-0.2,-0.2,-0.2,-0.6,Negative,test
video_0021,0007,人救了，可是家没了,-0.6,-1.0,-1.0,-0.4,Negative,train
video_0021,0008,他是我见过最好的狙击手。,0.4,1.0,0.2,0.0,Positive,valid
video_0021,0009,我其实一直在追查黑市核原料黄饼的买卖，被恐怖分子抓走的那个威廉是其中最大的卖家。,-0.4,-0.6,-0.6,-0.4,Negative,train
video_0021,0010,如果我不跟你说，我没有办法拿到我要的东西,-1.0,-0.2,-1.0,-1.0,Negative,valid
video_0021,0011,如果要救那么多人走的话，就不可能原路返回了。,-0.4,-0.2,-0.8,-0.6,Negative,test
video_0022,0001,我没什么可以坚持的，也没什么要放弃的,-0.4,-0.4,-0.2,-0.2,Negative,valid
video_0022,0002,回？回个屁呀。,-1.0,-1.0,-1.0,-1.0,Negative,test
video_0022,0003,信上不是写了吗？我考虑几天才给你回的信。,-0.2,0.0,-0.6,-0.4,Negative,train
video_0022,0004,人家把信寄了，我想回复信,0.0,0.0,-0.2,-0.2,Neutral,train
video_0022,0005,我就知道你们俩离开我一会儿都不行。,-0.2,-0.4,-0.2,-0.2,Negative,train
video_0022,0006,小题大做，我能有什么事？,-1.0,-1.0,-1.0,-0.8,Negative,train
video_0022,0007,谁混日子了，苏韵哪有你们想的那么简单,-1.0,-1.0,-1.0,-1.0,Negative,test
video_0022,0008,我们是不懂，可我知道你说的比唱的好听,-1.0,-0.6,-0.2,-1.0,Negative,train
video_0022,0009,就算失败，也不许回头。,-0.4,0.2,-0.2,-1.0,Negative,train
video_0022,0010,我们这儿大的帮小的先来了帮后到的,0.6,0.4,0.6,1.0,Positive,train
video_0022,0011,我这几年四处演出，不知道为什么来到这里感觉特别温暖。,0.6,1.0,0.8,0.4,Positive,train
video_0022,0012,我才要感谢你们，让我有机会唱歌给小朋友们听，谢谢。,0.6,1.0,0.8,1.0,Positive,train
video_0022,0013,如果这次我们还还不上，你说怎么着就怎么着？我们也认了,-0.6,-0.6,-1.0,-1.0,Negative,train
video_0022,0014,你们凭什么不经过我的同意就卖我的东西,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0022,0015,不是跟你说过吗？一直给你留着间卧室。,-0.4,0.0,-0.4,-0.6,Negative,train
video_0022,0016,你不会是身体不舒服吧？,-0.6,-0.8,-1.0,-0.2,Negative,train
video_0022,0017,一家人不说两家话啊，你就当我事儿,0.6,0.0,0.2,1.0,Positive,train
video_0022,0018,可能很多人啊，都会认为孤儿一定是一段非常悲惨的经历。,-0.4,-0.6,-0.6,0.2,Negative,train
video_0022,0019,在我的记忆当中，反而都是温暖的，我也把这些带入到我的作品当中了。,0.6,1.0,0.6,0.6,Positive,test
video_0022,0020,大家都忙着捡瓶子卖钱，只要你成天就是画画,0.2,-0.6,-0.6,1.0,Positive,train
video_0022,0021,疯了吗你？,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0022,0022,你说你想怎么样？我们俩都陪你，行吗？你说。,-1.0,0.2,-1.0,-1.0,Negative,train
video_0023,0001,就你这脸型得多笑，不然就更长了,0.2,-0.6,-0.2,0.6,Positive,train
video_0023,0002,越难啃的骨头骨头你更要有耐心啊，你得好好啃我我。,-0.2,0.2,0.2,-1.0,Negative,test
video_0023,0003,我发现古小姐你说话的方式还是挺逗的,1.0,1.0,1.0,1.0,Positive,train
video_0023,0004,50平的菜园子，100平方的大草坪。,1.0,0.0,0.6,1.0,Positive,train
video_0023,0005,开窗可见绿，开门可踏青，依山傍水，绝对楼王！,1.0,1.0,1.0,1.0,Positive,train
video_0023,0006,我老婆有病，走了，孩子在美国也成家了。,0.4,0.0,0.4,1.0,Positive,train
video_0023,0007,你看我行吗？,1.0,0.4,0.4,1.0,Positive,test
video_0023,0008,不是我们俩刚认识，你确定吗？,-0.6,-0.4,-0.6,-1.0,Negative,valid
video_0023,0009,这不用确定吧，就像俺卖土豆一样，谈好条件，相中就定,1.0,0.6,0.6,1.0,Positive,test
video_0023,0010,慢慢培养呗！,1.0,0.0,1.0,1.0,Positive,test
video_0023,0011,这个房子现在买了，那可是婚前财产啊，不好意思啊，我得把房子写到我的名下。,-0.4,-0.6,-0.8,-0.8,Negative,test
video_0023,0012,你的项目不是缺投资吗，我给你投,1.0,0.8,0.6,1.0,Positive,train
video_0023,0013,你的被骗经历，我们大致已经了解了，现在登记一下你的基本资料,0.0,0.0,0.0,0.0,Neutral,train
video_0023,0014,你是2018年人。,-0.4,0.0,-0.6,-0.8,Negative,valid
video_0023,0015,那我们要同时开门，我属啥呀？,-0.4,0.0,-0.6,-1.0,Negative,test
video_0023,0016,我的东西就无所谓是吗？,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0023,0017,要不然你可以到我们99年那边啊，然后我带你去那院子摘一些花种上不就完了吗,0.2,-0.2,0.6,-0.4,Positive,train
video_0023,0018,哎，那个你开门带我去躺18年看看呗！,0.0,0.4,0.6,0.0,Neutral,train
video_0023,0019,那时候没准我都是地产大亨了。,1.0,0.6,0.4,1.0,Positive,train
video_0023,0020,你搬走了，也许这就恢复原样了,-0.4,0.0,-0.6,0.0,Negative,valid
video_0023,0021,那我是女生，你不得让着我呀。,-1.0,0.0,-1.0,-1.0,Negative,train
video_0023,0022,我先来的，我比你早20年就住这了。,-1.0,0.2,-1.0,-1.0,Negative,valid
video_0023,0023,我搬走了，房东也会找一个人住进来，万一是变态呢，我不变态。,-0.4,0.2,0.0,-1.0,Negative,train
video_0023,0024,你们现在用什么听歌,0.0,0.0,0.0,0.2,Neutral,test
video_0023,0025,我是捞海底最会扯的员工啦，不好意思，我可不可以借你们的卫生间用一下,0.4,0.4,0.2,0.8,Positive,train
video_0023,0026,酒驾车祸，烧的什么都没有了。,-0.4,-1.0,-0.8,-0.4,Negative,valid
video_0023,0027,你不怕我揭发你吗？,-1.0,-0.6,-1.0,-1.0,Negative,train
video_0023,0028,我跟他20多年了，公司从没到有，我立了多少功，最后我得到什么了,-0.6,-1.0,-0.6,-0.6,Negative,train
video_0023,0029,你这样会让老板破产的，你这是犯法，会坐牢的。,-0.4,-1.0,-0.8,-0.8,Negative,valid
video_0023,0030,我的事不用你管，你就替自己想想吧啊，这么好的一笔投资你不要，你还要什么，小陆,-1.0,-0.6,-0.2,-1.0,Negative,test
video_0023,0031,够不着什么呀，不就在这儿呢嘛,-1.0,-0.6,-1.0,-1.0,Negative,test
video_0023,0032,这六家店呀，就你们最不让人人省心了。,-1.0,-1.0,-1.0,-1.0,Negative,valid
video_0023,0033,脑子是木头吗，不知道该干什么呀,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0023,0034,那您看我们这还需要调整什么呀？,0.2,0.0,0.4,0.8,Positive,train
video_0023,0035,焦糖拿铁对吧？,1.0,0.0,0.4,1.0,Positive,test
video_0023,0036,亲爱的，真的是你呀。,1.0,1.0,1.0,1.0,Positive,train
video_0023,0037,听说你嫁个富豪啊！,1.0,1.0,0.8,0.2,Positive,train
video_0023,0038,嘘什么呀，这是大好事啊，恭喜你，恭喜你。,1.0,1.0,1.0,1.0,Positive,train
video_0023,0039,就这么定了啊，我现在就去安排一下，晚一点能让我司机来接你。,1.0,0.4,1.0,0.8,Positive,train
video_0023,0040,陆先生你好，我跟小江呢大学最好的闺蜜，你叫我小雅就好了,1.0,0.8,1.0,1.0,Positive,valid
video_0023,0041,老公，你真好，应该早点出现嘛,1.0,1.0,1.0,0.2,Positive,valid
video_0023,0042,你是怕你同学觉得担心你，所以你就表现的稍微那么浮夸一点,-0.8,-0.2,-0.6,-0.8,Negative,valid
video_0023,0043,你试试啊,1.0,0.0,0.2,1.0,Positive,test
video_0023,0044,女士，你看我有没有点重影啊？,-0.2,-0.2,0.0,0.0,Negative,valid
video_0023,0045,我是不是化不化妆都美。,1.0,1.0,0.8,1.0,Positive,train
video_0023,0046,你想吃小馒头吗？,1.0,0.0,0.8,1.0,Positive,train
video_0023,0047,我没有没有，我这原则性的问题，我绝对就是，谁有谁不要脸。,-0.6,-0.4,-0.6,-1.0,Negative,train
video_0023,0048,你笑得多好，那些有钱人眼里绝对没有你这样的纯粹。,1.0,0.8,1.0,1.0,Positive,valid
video_0023,0049,其实也没什么的，生活还能继续嘛,0.6,0.6,0.0,0.2,Positive,train
video_0023,0050,别做梦了好吗，就那破图能成楼吗,-1.0,-1.0,-1.0,-1.0,Negative,valid
video_0023,0051,我都不存在吗？你跟着我干嘛呀？老斑鸠。,-1.0,-1.0,-1.0,-1.0,Negative,test
video_0023,0052,为什么我手上多了条疤？同时多了记忆，为什么？,-1.0,-0.4,-1.0,-1.0,Negative,test
video_0023,0053,你对我好一点儿啊，要不然未来的我根本看不上你，现在都不想要你了。,-0.6,-1.0,-0.2,-1.0,Negative,train
video_0023,0054,而且每天以后我都默念远离姓谷的女人，给未来的我心理暗示,0.0,-0.8,0.4,-0.4,Neutral,train
video_0023,0055,哎，反正投资确定了，我就不算业务垫底了，你也没有权利让我离开公司。,0.2,-0.8,0.6,0.2,Positive,train
video_0023,0056,反正你这笔钱我是不需要了，我也劝你好自为之。,-0.4,-1.0,-0.8,-0.4,Negative,train
video_0023,0057,满意满意，非常满意。,1.0,1.0,1.0,1.0,Positive,train
video_0023,0058,回到正规上来，这才是重要的。,-0.2,0.4,0.4,-0.4,Negative,valid
video_0023,0059,你真的挺了解我的啊，带我吃高级餐厅，还有洋气的小提琴乐队，连巧克力蛋糕都记着呢。,1.0,1.0,1.0,1.0,Positive,train
video_0023,0060,你穿西装的样子真的很帅。,1.0,1.0,1.0,1.0,Positive,test
video_0023,0061,陆石屹让我告诉你，接受赵俊以，他当年就是这么做的。,0.0,0.0,0.2,0.6,Neutral,train
video_0023,0062,当然是你了，陆石屹给我的就是我想要的生活。,0.6,1.0,0.8,0.4,Positive,train
video_0023,0063,我这么忙，肯定不像从前那样对你那么关照，你懂点事儿。,-0.4,-0.6,-0.6,-0.2,Negative,train
video_0023,0064,你后来都近视了你知道吗。我不喜欢看你戴眼镜,-1.0,-0.8,-1.0,-0.2,Negative,train
video_0024,0001,亲自为儿子做的生日礼物,0.6,0.6,0.6,1.0,Positive,valid
video_0024,0002,用足球改的地球仪，怎么样,0.6,0.0,1.0,1.0,Positive,test
video_0024,0003,老师再给你讲最后一次啊！,1.0,-0.2,-0.4,1.0,Positive,train
video_0024,0004,这位火炬手，就是我们东配大桥的设计师。,1.0,0.0,1.0,1.0,Positive,train
video_0024,0005,跑步之后，本市最大的峰会大桥，将会正式投入使用,1.0,0.2,1.0,1.0,Positive,valid
video_0024,0006,那要你爸爸，那就是我祖宗。,-1.0,-0.8,-1.0,-1.0,Negative,valid
video_0024,0007,因为他们很喜欢爸爸的工作啊,1.0,1.0,1.0,1.0,Positive,valid
video_0024,0008,要过这个河啊，要走很远很远的路。,0.0,-0.2,0.0,0.4,Neutral,train
video_0024,0009,等你长大以后一定要做自己最喜欢的事情。,0.6,0.6,1.0,1.0,Positive,valid
video_0024,0010,是万恶的太空碎片，打碎了返回舱的隔热瓦,-0.6,-0.6,-0.6,-0.6,Negative,test
video_0024,0011,这一切都发生在飞船刚刚开始制动的返回阶段。,0.0,0.0,0.0,0.0,Neutral,train
video_0024,0012,无论我们选择自主返回，或者手动返回,0.0,0.0,-0.4,0.0,Neutral,train
video_0024,0013,我们是碰上了亿万分之一的概率。,-0.2,0.0,-0.6,-0.4,Negative,valid
video_0024,0014,永远就都是你的问题，然后就没了。,-1.0,-0.8,-1.0,-1.0,Negative,train
video_0024,0015,咱俩也走到这了。,-1.0,-0.6,-1.0,-1.0,Negative,valid
video_0024,0016,地球仪摔坏了，你要替我修,0.0,-0.6,-0.4,0.2,Neutral,train
video_0024,0017,我不会，王老师说我缺根弦,-0.2,-0.6,-0.6,0.2,Negative,train
video_0024,0018,你是这个地球上最聪明的孩子。,1.0,1.0,1.0,1.0,Positive,train
video_0024,0019,你是什么洗脑组织吗？,-1.0,-0.8,-1.0,-1.0,Negative,train
video_0024,0020,干什么,-1.0,0.0,-1.0,-1.0,Negative,valid
video_0024,0021,还我地球仪,-1.0,-0.4,-1.0,-1.0,Negative,train
video_0024,0022,那是我爸爸给我的,-1.0,0.2,-1.0,-1.0,Negative,test
video_0024,0023,妈妈跟孟叔叔带你去个新地方。,0.0,0.6,0.4,-0.2,Neutral,train
video_0024,0024,什么地方？,0.0,0.0,0.0,-0.2,Neutral,test
video_0024,0025,一个能让你脱胎换骨的地方,0.2,0.8,0.6,0.6,Positive,test
video_0024,0026,就得指着天上随便有一个星星来忽悠她。,0.0,-0.6,-0.4,-0.2,Neutral,valid
video_0024,0027,不好意思，我就是来找我儿子的。,-0.4,-0.4,0.0,-0.4,Negative,test
video_0024,0028,你是提前了，还是越狱了,-0.4,-0.4,-0.6,-0.4,Negative,train
video_0024,0029,哦，我是昨晚跑出来的,-0.2,0.0,-0.2,-0.2,Negative,test
video_0024,0030,来了，怎么没喝点东西呢？,0.0,-0.2,0.2,0.2,Neutral,train
video_0024,0031,老马，平时在里边儿都爱喝啥啊,0.4,0.0,0.4,1.0,Positive,test
video_0024,0032,管教会奖励喝一袋板蓝根。,0.0,0.2,0.4,0.8,Neutral,train
video_0024,0033,进云，说了每三个月带儿子看了一下，一次没去过。,-1.0,-0.2,-1.0,-1.0,Negative,train
video_0024,0034,寄宿学校怎么了？我觉得寄宿学校非常好。,0.0,0.6,-0.2,-0.8,Neutral,train
video_0024,0035,不管多忙，我都坚持两头跑，我容易吗，我为谁呀？,-1.0,-1.0,-1.0,-1.0,Negative,test
video_0024,0036,都笑傲江湖了，怎么还这么没种啊？,-0.2,-1.0,-0.4,1.0,Negative,train
video_0024,0037,又是你。,-1.0,-0.4,-1.0,-1.0,Negative,test
video_0024,0038,孔夫子尚且说有教无类。,-0.6,0.6,-0.2,-1.0,Negative,train
video_0024,0039,而你们只在乎升学率，那些落后的孩子呢？,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0024,0040,而是快速地抛弃他们，为人师的有何博喻可谈,-1.0,-1.0,-1.0,-1.0,Negative,valid
video_0024,0041,说的太好了。,1.0,1.0,1.0,1.0,Positive,train
video_0024,0042,你搅和什么呀，马皓文,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0024,0043,我这都差点给人跪下了，你要干嘛呀？,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0024,0044,学校处罚学生不用经过班主任同意，呵呵,1.0,-0.8,-0.2,1.0,Positive,train
video_0024,0045,从今天起，他从寄宿改成走读。,-0.4,0.0,-0.6,-0.8,Negative,valid
video_0024,0046,初一结束，马飞的名次考到多少？学校不会开除他,-0.8,0.0,-0.2,-1.0,Negative,train
video_0024,0047,好，就按你说的，班级前十名。,1.0,0.4,0.0,1.0,Positive,train
video_0024,0048,他会是这个学校最出色的孩子。,0.6,1.0,0.8,-0.6,Positive,test
video_0024,0049,总有一天你会把它挂在墙上。,0.2,0.6,0.4,-1.0,Positive,train
video_0024,0050,年纪前十应该什么来着,-1.0,0.0,-0.4,-1.0,Negative,valid
video_0024,0051,我是她妈，我为她好。,-0.6,0.6,-0.6,-1.0,Negative,valid
video_0024,0052,再没有比我是为她好，更恐怖的借口,-0.6,-0.8,-0.8,-1.0,Negative,test
video_0024,0053,出事了，出大事。,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0024,0054,倒是也行，你是法人，你看着办。,-0.6,0.0,-0.4,-1.0,Negative,test
video_0024,0055,你看你的酸萝卜样,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0024,0056,没事没事儿，我没事儿，你走你的。,-0.4,0.4,-0.4,-1.0,Negative,valid
video_0024,0057,以前不都五毛一碗吗？,-0.2,0.0,0.0,-0.8,Negative,train
video_0024,0058,那得多以前啊,-0.2,-0.8,-0.4,0.0,Negative,valid
video_0024,0059,换成那个橘子汽水。,0.0,-0.2,0.0,0.0,Neutral,train
video_0024,0060,多放香菜，多放辣椒，多放蒜苗,0.0,0.0,0.0,0.0,Neutral,train
video_0024,0061,可不可以直接来四碗,-0.2,0.0,-0.4,-0.2,Negative,train
video_0024,0062,我给你重新打印的，您看我的简历行吗？,0.6,0.4,0.6,0.6,Positive,test
video_0024,0063,我特别崇拜你。,1.0,0.8,1.0,1.0,Positive,train
video_0024,0064,我毕业那年去设计院，您亲自面试的我。,0.6,0.6,0.8,1.0,Positive,valid
video_0024,0065,然后那个我成绩不好，您没看上我,-0.2,-0.4,0.4,1.0,Negative,train
video_0024,0066,叫我总算出了这口恶气。,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0024,0067,你到底收了多少黑心钱,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0024,0068,但爸爸相信你不是,0.4,1.0,0.0,-0.8,Positive,valid
video_0024,0069,他爸爸这个人不会塌，儿子，相信爸爸。,0.6,1.0,0.8,0.2,Positive,valid
video_0024,0070,给我500块，两分钟帮你搞定。,0.6,0.8,0.6,0.8,Positive,train
video_0024,0071,你两分钟就能搞定啊，赶紧给我滚蛋。,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0024,0072,最好咱们还是别让邻居们发现。,-0.4,-0.4,-0.6,-0.2,Negative,valid
video_0024,0073,要不是闫主任给我打电话我都不知道，你干嘛呢在？,-1.0,-0.8,-1.0,-1.0,Negative,train
video_0024,0074,你就非得把你脑子那些东西弄给他，你弄给他干嘛呢？,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0024,0075,你不知道我在外边哼哧哼哧干活挣钱遭多少罪吧。,-1.0,-1.0,-1.0,-1.0,Negative,test
video_0024,0076,马皓文他将来被社会淘汰了，咱怎么办呀？,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0024,0077,你是人吗，怎么办呀，你告诉我，你不是会说吗，你回答我呀。,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0024,0078,你居然让他在家玩电脑。,-1.0,-1.0,-0.8,-1.0,Negative,train
video_0024,0079,他们眼中那种厌倦，我们真的看不见吗？,-0.6,-1.0,-0.8,-1.0,Negative,test
video_0024,0080,如果你不介意，以后我可以帮马飞改善伙食。,1.0,0.8,0.8,1.0,Positive,valid
video_0024,0081,知识的营养重要，可身体的营养更重要。,0.6,0.4,0.6,1.0,Positive,train
video_0024,0082,我觉得最重要的是这孩子眼里有光了,1.0,0.8,1.0,1.0,Positive,test
video_0024,0083,小高老师，我必须要提醒你注意自己的立场,-1.0,-0.4,-1.0,-1.0,Negative,train
video_0024,0084,你不相信爸爸吗，别回头，走，走,-0.4,-0.6,-0.6,-0.8,Negative,train
video_0024,0085,小高老师被记过处分了。,-0.6,-1.0,-1.0,-1.0,Negative,valid
video_0024,0086,如果差一分，我也会被开除的。,-1.0,-0.8,-1.0,-1.0,Negative,valid
video_0024,0087,爸爸，我不是不努力，可我真的不想上学了。,-1.0,-0.8,-1.0,-1.0,Negative,train
video_0024,0088,太难了，爸爸，我还是去卖煎饼吧，太难了,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0024,0089,我不会认输的。,-1.0,0.8,-0.6,-1.0,Negative,train
video_0024,0090,爸，只让带一样东西，我带上了它。,0.2,0.0,0.4,0.6,Positive,valid
video_0024,0091,就像那次考试前我做的一切一样，我尽力了,-0.6,0.4,0.0,-0.8,Negative,test
video_0024,0092,我真的跑了几十趟了。,-1.0,-0.2,-0.6,-1.0,Negative,train
video_0024,0093,你把我当球踢呢,-1.0,-1.0,-0.6,-1.0,Negative,train
video_0024,0094,什么乱七八糟的。,-1.0,-1.0,-1.0,-1.0,Negative,test
video_0024,0095,对不起儿子。,-0.6,-1.0,-0.8,-0.6,Negative,train
video_0024,0096,所以爸爸也会犯错误,-0.6,-1.0,-0.8,-1.0,Negative,train
video_0024,0097,马上就要期末考试了，你不是还跟阎主任打赌要年级前十吗,-1.0,0.2,-1.0,-1.0,Negative,train
video_0024,0098,这不是他一生中最重要的时刻，绝对。,-0.4,0.2,-0.8,-1.0,Negative,train
video_0024,0099,他一生中最重要的时刻应该是均匀的散布在他的每一天，每一分每一秒。,0.2,0.6,0.4,-0.2,Positive,train
video_0024,0100,请相信一个爸爸对儿子的爱。,1.0,0.8,0.8,1.0,Positive,test
video_0024,0101,谁能告诉我马飞去哪儿了？,-1.0,-0.2,-1.0,-1.0,Negative,test
video_0024,0102,就是在我们路过的时候，旁边的农田已经全部被冲垮掉了,-0.4,-0.6,-0.8,-0.8,Negative,train
video_0024,0103,马飞,-1.0,0.0,-1.0,-1.0,Negative,valid
video_0024,0104,隔热瓦损坏的前提下，我们唯一的办法就是采取升力式返回,0.0,0.0,-0.4,0.0,Neutral,train
video_0024,0105,马飞同学确实是进步巨大,1.0,1.0,1.0,1.0,Positive,train
video_0024,0106,念下这篇作文，可以吗？,0.2,-0.2,0.4,0.6,Positive,valid
video_0024,0107,孩儿想申请科研经费，率先打造宇宙飞船。,0.0,0.4,0.6,0.6,Neutral,valid
video_0024,0108,63年考的师范，我是光着脚走进学校的,0.0,-0.2,-0.2,0.0,Neutral,valid
video_0024,0109,您说的我完全理解。,0.0,0.6,0.6,0.0,Neutral,train
video_0024,0110,但是，在他们未来一生当中碰到哪个问题的时候会自动地跳出这四个选项？,0.0,-0.2,0.4,0.0,Neutral,test
video_0024,0111,这篇作文打零分，那是毫无问题的。,0.0,-0.4,0.0,0.0,Neutral,train
video_0024,0112,这些参与者都是刚刚参加完高考，考了高分的学生吗,-0.2,0.4,0.2,0.4,Negative,train
video_0024,0113,你可不可以放弃报考飞行员？,-0.6,-0.8,-0.6,0.6,Negative,test
video_0024,0114,只要他肯配合的话，爸爸这个案子就可以翻过了。,0.6,0.2,1.0,0.2,Positive,train
video_0024,0115,把自己的桥修好，在我看来，是世界上最大的事。,-0.6,0.8,0.2,-0.8,Negative,valid
video_0024,0116,爸，对不起。,-1.0,-1.0,-0.6,-0.6,Negative,train
video_0025,0001,很多人在上面上传真实案件供大家探讨，许多国家地区的破案率，因为这软件大大提升。,0.0,0.2,0.4,-0.4,Neutral,train
video_0025,0002,你居然排第二，全河南？,0.6,0.8,0.6,1.0,Positive,train
video_0025,0003,那我可以第几呢,0.6,0.0,0.4,1.0,Positive,test
video_0025,0004,没有我加入这比赛,-1.0,-0.2,-0.8,-1.0,Negative,train
video_0025,0005,居然还敢称之为排行榜,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0025,0006,你怀疑我的智商。,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0025,0007,变态，玩这种游戏的全是变态。,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0025,0008,那个人是谁,-0.4,0.0,-0.2,-0.2,Negative,valid
video_0025,0009,这根本就没有结婚的氛围。,-0.6,-0.8,-1.0,-0.2,Negative,valid
video_0025,0010,我们在这里一个打十个。,-1.0,0.6,0.6,-1.0,Negative,train
video_0025,0011,那个应该就是一直和我争夺第二的日本侦探,-0.2,0.0,-0.2,0.4,Negative,train
video_0025,0012,我就知道骗不了你了。,0.6,-0.2,0.2,1.0,Positive,test
video_0025,0013,我最讨厌别人骗我,-1.0,-1.0,-0.8,-0.4,Negative,test
video_0025,0014,没我帅，没我瘦，没我有气质，一脸的花心样，穿的又那么土，可他就是比我有钱。,-1.0,-0.4,-1.0,-1.0,Negative,test
video_0025,0015,跟我有什么关系啊？,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0025,0016,五百万美刀啊，七叔的心愿了了，案子一破，你250我250了。,0.6,0.8,0.6,-1.0,Positive,train
video_0025,0017,我愿意奉上我毕生精血,-1.0,-0.6,-1.0,-1.0,Negative,test
video_0025,0018,你不要瞧不起他们哦，为了把各路大神聚集，我是费了大力气的。,0.2,0.8,0.6,1.0,Positive,test
video_0025,0019,你会说中文。,-0.2,0.0,-0.4,-0.6,Negative,train
video_0025,0020,哈哈，我就说他是个串儿吧,1.0,0.6,1.0,1.0,Positive,valid
video_0025,0021,所以最后见到死者的时候,0.0,0.0,0.0,0.0,Neutral,test
video_0025,0022,那么久，他就接着睡了一觉吗,0.2,0.0,-0.6,-0.4,Positive,train
video_0025,0023,独身，有稳定收入来源，受过一定教育，正当职业，外表不一定具备强大的攻击性。,0.0,0.2,0.0,-0.6,Neutral,test
video_0025,0024,如果不马上抓到凶手，他很快会再次犯案,-0.2,-0.6,-0.8,0.0,Negative,train
video_0025,0025,老秦加油。,0.6,1.0,0.6,-0.6,Positive,train
video_0025,0026,我包你三日之内必有血光之灾。,-1.0,-1.0,-1.0,-1.0,Negative,train
video_0025,0027,你还给我看面相，我给人家算命的时候你还没来大姨妈呢,-1.0,-1.0,-1.0,-1.0,Negative,valid
video_0025,0028,我只关心他为什么杀人？,0.0,0.0,0.0,0.0,Neutral,train
video_0025,0029,我感觉他就是个坏人,-1.0,-0.8,-1.0,-1.0,Negative,valid
video_0025,0030,然后追上去弄死他,-1.0,-1.0,-1.0,-1.0,Negative,valid
video_0025,0031,这个小脑壳还是很聪明的嘛。,1.0,1.0,1.0,1.0,Positive,train
video_0025,0032,哈哈哈哈，我这么一笑是不是有点像坏人呢,1.0,-0.2,1.0,1.0,Positive,valid
video_0025,0033,对对对大哥，你不笑的时候更像,1.0,1.0,1.0,1.0,Positive,test
video_0025,0034,确定是为了正义。,-0.4,0.6,0.2,-0.6,Negative,train
video_0025,0035,给老子打死他。,-1.0,-1.0,-1.0,-0.6,Negative,train
video_0025,0036,你们还有没有人性了，我们都已经这样了，你们还抢劫,-0.6,-1.0,-1.0,-1.0,Negative,train
video_0025,0037,我警告你不要抢我台词哦。,-1.0,-1.0,-0.2,-1.0,Negative,train
video_0025,0038,资料说这里不是第一现场，应该是河水把尸体冲到这儿了。,0.0,0.2,-0.2,0.0,Neutral,valid
video_0025,0039,快通知你的神警团，别让他们落后太多。,-0.2,-0.4,-0.2,-0.4,Negative,train
video_0025,0040,哎呀，好清秀的姑娘，你叫什么名字？,1.0,1.0,1.0,1.0,Positive,train
video_0025,0041,那大师，您能帮我看看这个图，它是什么意思吗？,1.0,0.0,0.8,1.0,Positive,valid
video_0025,0042,也许这一页就是整个案件的核心,-0.2,0.0,-0.2,-0.2,Negative,train
video_0025,0043,我们也被通缉了,-0.6,-0.6,-0.8,-0.2,Negative,train
video_0025,0044,你现在还有时间谈恋爱,-1.0,-0.8,-1.0,-1.0,Negative,train
video_0025,0045,你们抓错人了，他不是凶手,-0.4,0.6,-0.8,-1.0,Negative,train
video_0025,0046,如果我能把他引出来，500万你能分我多少啊？,-0.4,0.0,0.2,-0.8,Negative,train
video_0025,0047,这个杀手思维缜密，现场没有任何多余痕迹，绝不会是随机杀人。,-0.2,0.2,-0.4,0.0,Negative,train
video_0025,0048,凶手是把纽约市当成了自己的法坛,-0.6,-0.4,-1.0,-0.8,Negative,valid
video_0025,0049,你们还是想想怎么保住这个人吧？光靠你们聊着俩的证词不足以为他开罪,-1.0,-0.8,-0.8,-1.0,Negative,train
video_0025,0050,我总觉得有什么重要的细节被我给忽略了。,-0.4,-0.2,-0.4,-0.2,Negative,train
video_0025,0051,福尔摩斯说过，世上没有真正完美的犯罪，其实真相一直就在我们眼前只不过还没有被发现,-0.2,0.0,-0.2,-0.2,Negative,train
video_0025,0052,我们一直都在受中国祭祀影响，可谁说杀人者一定是中国人,-0.6,0.0,-0.6,-0.8,Negative,train
video_0025,0053,唐仁遇到麻烦了。,0.0,-1.0,-0.2,0.6,Neutral,test
video_0025,0054,不是做神就是做兽，却忘了怎么做个人,-1.0,-0.8,-1.0,-0.8,Negative,train
video_0025,0055,先听好消息啦,1.0,0.8,0.8,1.0,Positive,valid
video_0026,0001,我告诉你，我是程小鹏亲爹，你别想把他带到国外去,-1.0,-1.0,-1.0,-1.0,Negative,train
